HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:43:00 000:000:000,34528
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:44:00 000:000:000,33601
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:45:00 000:000:000,33978
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:46:00 000:000:000,35033
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:47:00 000:000:000,33833
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:48:00 000:000:000,33908
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:49:00 000:000:000,35182
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:50:00 000:000:000,34265
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:51:00 000:000:000,33881
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:52:00 000:000:000,34230
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:53:00 000:000:000,34666
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:54:00 000:000:000,34986
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:55:00 000:000:000,35055
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:56:00 000:000:000,33987
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:57:00 000:000:000,33897
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:58:00 000:000:000,34889
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 01:59:00 000:000:000,34831
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:00:00 000:000:000,33729
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:01:00 000:000:000,33353
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:02:00 000:000:000,35274
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:03:00 000:000:000,34452
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:04:00 000:000:000,33648
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:05:00 000:000:000,33967
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:06:00 000:000:000,33767
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:07:00 000:000:000,34229
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:08:00 000:000:000,34318
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:09:00 000:000:000,34081
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:10:00 000:000:000,35070
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:11:00 000:000:000,33802
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:12:00 000:000:000,33859
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:13:00 000:000:000,34426
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:14:00 000:000:000,34405
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:15:00 000:000:000,34245
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:16:00 000:000:000,33539
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:17:00 000:000:000,34386
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:18:00 000:000:000,34890
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:19:00 000:000:000,34177
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:20:00 000:000:000,33445
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:21:00 000:000:000,33805
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:22:00 000:000:000,34501
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:23:00 000:000:000,34067
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:24:00 000:000:000,33783
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:25:00 000:000:000,33903
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:26:00 000:000:000,34442
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:27:00 000:000:000,34565
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:28:00 000:000:000,34368
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:29:00 000:000:000,34007
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:30:00 000:000:000,33800
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:31:00 000:000:000,34069
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:32:00 000:000:000,34709
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:33:00 000:000:000,34217
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:34:00 000:000:000,33608
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:35:00 000:000:000,34167
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:36:00 000:000:000,34053
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:37:00 000:000:000,33455
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:38:00 000:000:000,33598
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:39:00 000:000:000,34584
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:40:00 000:000:000,34509
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:41:00 000:000:000,34314
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:42:00 000:000:000,33846
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:43:00 000:000:000,34106
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:44:00 000:000:000,34180
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:45:00 000:000:000,34050
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:46:00 000:000:000,33690
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:47:00 000:000:000,33983
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:48:00 000:000:000,33775
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:49:00 000:000:000,33562
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:50:00 000:000:000,33769
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:51:00 000:000:000,34171
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:52:00 000:000:000,34059
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:53:00 000:000:000,34506
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:54:00 000:000:000,34509
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:55:00 000:000:000,34086
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:56:00 000:000:000,34267
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:57:00 000:000:000,33971
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:58:00 000:000:000,34370
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 02:59:00 000:000:000,34290
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:00:00 000:000:000,34371
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:01:00 000:000:000,34467
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:02:00 000:000:000,33746
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:03:00 000:000:000,34105
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:04:00 000:000:000,34384
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:05:00 000:000:000,34274
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:06:00 000:000:000,33542
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:07:00 000:000:000,33579
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:08:00 000:000:000,34271
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:09:00 000:000:000,34606
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:10:00 000:000:000,33543
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:11:00 000:000:000,33553
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:12:00 000:000:000,34641
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:13:00 000:000:000,34546
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:14:00 000:000:000,33603
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:15:00 000:000:000,34210
HFEMS.MRPAP.01.SH01.PL004.01.VAL,2022-01-01 03:16:00 000:000:000,34441
